Geography,Age_Group,Disease,2018,2019,2020,2021,2022,2023
Dundee City,Ages65to74,Stroke and TIA,753,762,762,766,766,772
Dundee City,Ages75to84,Asthma,471,473,482,461,496,500
Dundee City,Ages75to84,Atrial Fibrillation,814,821,837,790,799,780
Dundee City,Ages75to84,Cancer,1026,1093,1109,1094,1169,1203
Dundee City,Ages75to84,Chronic Kidney Disease (CKD),1344,1227,1150,1026,1075,1093
Dundee City,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),858,888,889,859,874,868
Dundee City,Ages75to84,Coronary Heart Disease (CHD),1462,1408,1340,1258,1280,1263
Dundee City,Ages75to84,Dementia,519,509,519,473,441,385
Dundee City,Ages75to84,Depression,265,270,280,280,290,285
Dundee City,Ages75to84,Diabetes,1343,1350,1350,1278,1337,1354
Dundee City,Ages75to84,Eating Disorder,0,0,0,0,0,0
Dundee City,Ages75to84,Epilepsy,120,135,120,105,125,105
Dundee City,Ages75to84,Heart Failure,385,390,375,360,345,340
Dundee City,Ages75to84,Hypertension,3971,3930,3905,3775,3928,4028
Dundee City,Ages75to84,Mental Health,95,70,80,75,90,100
Dundee City,Ages75to84,Osteoporosis,155,145,140,120,115,110
Dundee City,Ages75to84,Palliative Care,110,80,65,65,60,65
Dundee City,Ages75to84,Peripheral Arterial Disease (PAD),380,365,365,342,328,320
Dundee City,Ages75to84,Rheumatoid Arthritis,140,150,140,140,160,165
Dundee City,Ages75to84,Stroke and TIA,837,868,849,819,830,841
Dundee City,Ages85plus,Asthma,125,145,160,182,165,180
Dundee City,Ages85plus,Atrial Fibrillation,468,491,525,519,524,548
Dundee City,Ages85plus,Cancer,454,448,455,455,432,457
Dundee City,Ages85plus,Chronic Kidney Disease (CKD),997,963,937,902,862,849
Dundee City,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),251,268,298,287,267,249
Dundee City,Ages85plus,Coronary Heart Disease (CHD),661,682,698,701,667,675
Dundee City,Ages85plus,Dementia,500,529,530,482,436,415
Dundee City,Ages85plus,Depression,98,102,100,105,100,120
Dundee City,Ages85plus,Diabetes,440,455,485,504,515,522
Dundee City,Ages85plus,Eating Disorder,0,0,0,0,0,0
Dundee City,Ages85plus,Epilepsy,50,40,35,50,35,35
Dundee City,Ages85plus,Heart Failure,216,217,222,219,202,210
Dundee City,Ages85plus,Hypertension,1789,1835,1891,1900,1846,1834
Dundee City,Ages85plus,Mental Health,25,20,25,30,20,10
Dundee City,Ages85plus,Osteoporosis,113,112,98,92,91,65
Dundee City,Ages85plus,Palliative Care,90,75,70,65,60,45
Dundee City,Ages85plus,Peripheral Arterial Disease (PAD),145,155,155,145,135,135
Dundee City,Ages85plus,Rheumatoid Arthritis,30,40,45,45,45,50
Dundee City,Ages85plus,Stroke and TIA,482,491,487,506,501,494
East Dunbartonshire,Ages0to4,Asthma,55,35,35,20,30,15
East Dunbartonshire,Ages0to4,Atrial Fibrillation,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Cancer,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Chronic Kidney Disease (CKD),0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Coronary Heart Disease (CHD),0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Dementia,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Depression,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Diabetes,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Eating Disorder,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Epilepsy,0,0,0,5,10,0
East Dunbartonshire,Ages0to4,Heart Failure,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Hypertension,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Mental Health,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Osteoporosis,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Palliative Care,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Rheumatoid Arthritis,0,0,0,0,0,0
East Dunbartonshire,Ages0to4,Stroke and TIA,0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Asthma,584,547,610,605,510,531
East Dunbartonshire,Ages15to24,Atrial Fibrillation,0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Cancer,5,5,5,10,10,5
East Dunbartonshire,Ages15to24,Chronic Kidney Disease (CKD),0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Coronary Heart Disease (CHD),0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Dementia,0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Depression,305,336,367,336,283,253
East Dunbartonshire,Ages15to24,Diabetes,50,55,45,50,40,65
East Dunbartonshire,Ages15to24,Eating Disorder,55,55,55,65,75,70
East Dunbartonshire,Ages15to24,Epilepsy,120,100,105,105,110,115
East Dunbartonshire,Ages15to24,Heart Failure,0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Hypertension,0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Mental Health,10,0,5,10,10,15
East Dunbartonshire,Ages15to24,Osteoporosis,0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Palliative Care,0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Rheumatoid Arthritis,0,0,0,0,0,0
East Dunbartonshire,Ages15to24,Stroke and TIA,0,0,0,0,0,0
East Dunbartonshire,Ages25to44,Asthma,1462,1511,1700,1654,1517,1564
East Dunbartonshire,Ages25to44,Atrial Fibrillation,10,15,15,20,25,15
East Dunbartonshire,Ages25to44,Cancer,180,175,175,165,165,160
East Dunbartonshire,Ages25to44,Chronic Kidney Disease (CKD),5,10,10,5,20,10
East Dunbartonshire,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),15,15,15,10,10,0
East Dunbartonshire,Ages25to44,Coronary Heart Disease (CHD),5,10,15,10,15,15
East Dunbartonshire,Ages25to44,Dementia,0,0,0,0,0,0
East Dunbartonshire,Ages25to44,Depression,2200,2293,2374,2462,2534,2536
East Dunbartonshire,Ages25to44,Diabetes,285,300,340,305,320,355
East Dunbartonshire,Ages25to44,Eating Disorder,213,216,201,201,186,180
East Dunbartonshire,Ages25to44,Epilepsy,280,280,295,285,305,320
East Dunbartonshire,Ages25to44,Heart Failure,10,5,5,5,5,0
East Dunbartonshire,Ages25to44,Hypertension,364,335,367,349,413,408
East Dunbartonshire,Ages25to44,Mental Health,185,190,175,170,170,175
East Dunbartonshire,Ages25to44,Osteoporosis,0,0,0,0,0,0
East Dunbartonshire,Ages25to44,Palliative Care,0,0,0,0,0,0
East Dunbartonshire,Ages25to44,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
East Dunbartonshire,Ages25to44,Rheumatoid Arthritis,15,20,15,10,15,20
East Dunbartonshire,Ages25to44,Stroke and TIA,25,25,30,35,30,25
East Dunbartonshire,Ages45to64,Asthma,2079,2113,2258,2261,2176,2300
East Dunbartonshire,Ages45to64,Atrial Fibrillation,250,275,288,265,270,260
East Dunbartonshire,Ages45to64,Cancer,1086,1108,1094,1095,1113,1074
East Dunbartonshire,Ages45to64,Chronic Kidney Disease (CKD),270,275,306,271,279,330
East Dunbartonshire,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),521,524,538,515,496,509
East Dunbartonshire,Ages45to64,Coronary Heart Disease (CHD),801,806,841,801,789,731
East Dunbartonshire,Ages45to64,Dementia,5,5,0,5,10,5
East Dunbartonshire,Ages45to64,Depression,2832,2971,3116,3147,3177,3198
East Dunbartonshire,Ages45to64,Diabetes,1454,1500,1537,1518,1570,1597
East Dunbartonshire,Ages45to64,Eating Disorder,140,143,158,170,170,210
East Dunbartonshire,Ages45to64,Epilepsy,345,370,370,365,375,370
East Dunbartonshire,Ages45to64,Heart Failure,110,110,125,90,100,105
East Dunbartonshire,Ages45to64,Hypertension,4207,4275,4269,4131,4139,4177
East Dunbartonshire,Ages45to64,Mental Health,300,300,295,310,325,335
East Dunbartonshire,Ages45to64,Osteoporosis,10,15,10,10,5,5
East Dunbartonshire,Ages45to64,Palliative Care,15,15,5,15,5,10
East Dunbartonshire,Ages45to64,Peripheral Arterial Disease (PAD),110,100,85,90,75,65
East Dunbartonshire,Ages45to64,Rheumatoid Arthritis,190,195,200,215,185,165
East Dunbartonshire,Ages45to64,Stroke and TIA,369,376,402,423,411,420
East Dunbartonshire,Ages5to14,Asthma,542,533,545,497,441,454
East Dunbartonshire,Ages5to14,Atrial Fibrillation,0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Cancer,0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Chronic Kidney Disease (CKD),0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Coronary Heart Disease (CHD),0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Dementia,0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Depression,0,0,5,0,0,0
East Dunbartonshire,Ages5to14,Diabetes,15,30,35,30,30,30
East Dunbartonshire,Ages5to14,Eating Disorder,0,0,0,0,5,0
East Dunbartonshire,Ages5to14,Epilepsy,45,50,50,65,75,80
East Dunbartonshire,Ages5to14,Heart Failure,0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Hypertension,0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Mental Health,0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Osteoporosis,0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Palliative Care,0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Rheumatoid Arthritis,0,0,0,0,0,0
East Dunbartonshire,Ages5to14,Stroke and TIA,0,0,0,0,0,0
East Dunbartonshire,Ages65to74,Asthma,725,749,808,821,825,853
East Dunbartonshire,Ages65to74,Atrial Fibrillation,546,556,560,557,538,529
East Dunbartonshire,Ages65to74,Cancer,1131,1174,1232,1184,1185,1204
East Dunbartonshire,Ages65to74,Chronic Kidney Disease (CKD),670,696,710,701,659,622
East Dunbartonshire,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),625,631,640,602,560,539
East Dunbartonshire,Ages65to74,Coronary Heart Disease (CHD),1072,1060,1044,1058,1026,1037
East Dunbartonshire,Ages65to74,Dementia,75,75,60,55,55,55
East Dunbartonshire,Ages65to74,Depression,722,764,812,884,953,994
East Dunbartonshire,Ages65to74,Diabetes,1133,1143,1189,1199,1263,1298
East Dunbartonshire,Ages65to74,Eating Disorder,5,5,0,5,5,15
East Dunbartonshire,Ages65to74,Epilepsy,140,135,145,150,135,145
East Dunbartonshire,Ages65to74,Heart Failure,195,210,200,210,205,205
East Dunbartonshire,Ages65to74,Hypertension,4098,4120,4133,4152,4105,4075
East Dunbartonshire,Ages65to74,Mental Health,95,95,110,115,125,115
East Dunbartonshire,Ages65to74,Osteoporosis,50,40,40,40,45,30
East Dunbartonshire,Ages65to74,Palliative Care,35,40,40,40,30,35
East Dunbartonshire,Ages65to74,Peripheral Arterial Disease (PAD),170,160,160,150,145,146
East Dunbartonshire,Ages65to74,Rheumatoid Arthritis,130,145,140,150,165,165
East Dunbartonshire,Ages65to74,Stroke and TIA,565,556,560,584,528,526
East Dunbartonshire,Ages75to84,Asthma,454,471,485,452,457,500
East Dunbartonshire,Ages75to84,Atrial Fibrillation,834,861,873,845,867,905
East Dunbartonshire,Ages75to84,Cancer,1102,1159,1206,1189,1283,1300
East Dunbartonshire,Ages75to84,Chronic Kidney Disease (CKD),1199,1231,1281,1222,1228,1249
East Dunbartonshire,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),550,569,587,556,578,566
East Dunbartonshire,Ages75to84,Coronary Heart Disease (CHD),1286,1251,1246,1194,1218,1219
East Dunbartonshire,Ages75to84,Dementia,319,323,297,255,247,245
East Dunbartonshire,Ages75to84,Depression,334,385,416,423,487,506
East Dunbartonshire,Ages75to84,Diabetes,898,905,901,905,937,1003
East Dunbartonshire,Ages75to84,Eating Disorder,0,0,0,0,0,0
East Dunbartonshire,Ages75to84,Epilepsy,80,70,75,85,100,125
East Dunbartonshire,Ages75to84,Heart Failure,345,321,328,318,328,349
East Dunbartonshire,Ages75to84,Hypertension,3459,3529,3568,3508,3642,3733
East Dunbartonshire,Ages75to84,Mental Health,35,50,40,60,65,40
East Dunbartonshire,Ages75to84,Osteoporosis,208,195,186,156,140,145
East Dunbartonshire,Ages75to84,Palliative Care,45,55,80,80,80,75
East Dunbartonshire,Ages75to84,Peripheral Arterial Disease (PAD),190,180,175,150,155,165
East Dunbartonshire,Ages75to84,Rheumatoid Arthritis,95,90,95,100,95,110
East Dunbartonshire,Ages75to84,Stroke and TIA,740,752,753,725,755,740
East Dunbartonshire,Ages85plus,Asthma,145,145,176,174,196,201
East Dunbartonshire,Ages85plus,Atrial Fibrillation,492,532,563,585,623,638
East Dunbartonshire,Ages85plus,Cancer,426,435,470,496,541,582
East Dunbartonshire,Ages85plus,Chronic Kidney Disease (CKD),786,837,880,853,899,931
East Dunbartonshire,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),194,195,205,202,220,230
East Dunbartonshire,Ages85plus,Coronary Heart Disease (CHD),581,602,621,630,635,642
East Dunbartonshire,Ages85plus,Dementia,304,313,326,283,290,277
East Dunbartonshire,Ages85plus,Depression,125,120,120,125,130,145
East Dunbartonshire,Ages85plus,Diabetes,281,306,317,320,356,382
East Dunbartonshire,Ages85plus,Eating Disorder,0,0,0,0,0,0
East Dunbartonshire,Ages85plus,Epilepsy,35,40,40,30,30,25
East Dunbartonshire,Ages85plus,Heart Failure,216,222,233,231,256,263
East Dunbartonshire,Ages85plus,Hypertension,1378,1471,1541,1589,1672,1751
East Dunbartonshire,Ages85plus,Mental Health,20,20,20,10,5,10
East Dunbartonshire,Ages85plus,Osteoporosis,124,126,135,129,125,120
East Dunbartonshire,Ages85plus,Palliative Care,65,80,80,65,60,65
East Dunbartonshire,Ages85plus,Peripheral Arterial Disease (PAD),85,95,95,90,95,80
East Dunbartonshire,Ages85plus,Rheumatoid Arthritis,40,45,40,30,35,50
East Dunbartonshire,Ages85plus,Stroke and TIA,407,442,472,468,484,501
East Lothian,Ages0to4,Asthma,15,25,15,15,15,5
East Lothian,Ages0to4,Atrial Fibrillation,0,0,0,0,0,0
East Lothian,Ages0to4,Cancer,0,0,0,0,0,0
East Lothian,Ages0to4,Chronic Kidney Disease (CKD),0,0,0,0,0,0
East Lothian,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
East Lothian,Ages0to4,Coronary Heart Disease (CHD),0,0,0,0,0,0
East Lothian,Ages0to4,Dementia,0,0,0,0,0,0
East Lothian,Ages0to4,Depression,0,0,0,0,0,0
East Lothian,Ages0to4,Diabetes,0,0,0,0,0,0
East Lothian,Ages0to4,Eating Disorder,0,0,0,5,0,0
East Lothian,Ages0to4,Epilepsy,0,5,5,0,10,10
East Lothian,Ages0to4,Heart Failure,0,0,0,0,0,0
East Lothian,Ages0to4,Hypertension,0,0,0,0,0,0
East Lothian,Ages0to4,Mental Health,0,0,0,0,0,0
East Lothian,Ages0to4,Osteoporosis,0,0,0,0,0,0
East Lothian,Ages0to4,Palliative Care,0,0,0,0,0,0
East Lothian,Ages0to4,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
East Lothian,Ages0to4,Rheumatoid Arthritis,0,0,0,0,0,0
East Lothian,Ages0to4,Stroke and TIA,0,0,0,0,0,0
East Lothian,Ages15to24,Asthma,721,681,721,686,574,624
East Lothian,Ages15to24,Atrial Fibrillation,0,0,0,0,0,0
East Lothian,Ages15to24,Cancer,15,5,5,5,0,0
East Lothian,Ages15to24,Chronic Kidney Disease (CKD),0,0,0,0,0,0
East Lothian,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
East Lothian,Ages15to24,Coronary Heart Disease (CHD),0,0,0,0,0,0
East Lothian,Ages15to24,Dementia,0,0,0,0,0,0
East Lothian,Ages15to24,Depression,342,339,320,286,236,208
East Lothian,Ages15to24,Diabetes,50,55,50,50,45,50
East Lothian,Ages15to24,Eating Disorder,66,74,70,90,102,100
East Lothian,Ages15to24,Epilepsy,105,100,100,115,120,120
East Lothian,Ages15to24,Heart Failure,0,0,0,0,0,0
East Lothian,Ages15to24,Hypertension,10,5,5,5,5,5
East Lothian,Ages15to24,Mental Health,10,30,45,45,50,50
East Lothian,Ages15to24,Osteoporosis,0,0,0,0,0,0
East Lothian,Ages15to24,Palliative Care,0,0,0,0,0,0
East Lothian,Ages15to24,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
East Lothian,Ages15to24,Rheumatoid Arthritis,0,0,0,0,0,0
East Lothian,Ages15to24,Stroke and TIA,0,0,0,0,0,0
East Lothian,Ages25to44,Asthma,1765,1774,1956,1929,1939,1934
East Lothian,Ages25to44,Atrial Fibrillation,15,20,15,20,15,10
East Lothian,Ages25to44,Cancer,200,185,195,205,210,205
East Lothian,Ages25to44,Chronic Kidney Disease (CKD),5,10,10,5,5,10
East Lothian,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),25,50,40,45,35,45
East Lothian,Ages25to44,Coronary Heart Disease (CHD),15,25,15,30,20,10
East Lothian,Ages25to44,Dementia,0,0,0,0,0,0
East Lothian,Ages25to44,Depression,2279,2374,2448,2473,2563,2557
East Lothian,Ages25to44,Diabetes,322,338,370,402,405,429
East Lothian,Ages25to44,Eating Disorder,285,303,279,263,304,317
East Lothian,Ages25to44,Epilepsy,319,322,376,391,381,401
East Lothian,Ages25to44,Heart Failure,0,0,0,0,5,5
East Lothian,Ages25to44,Hypertension,438,442,434,445,455,482
East Lothian,Ages25to44,Mental Health,300,305,377,385,388,418
East Lothian,Ages25to44,Osteoporosis,0,0,0,0,0,0
East Lothian,Ages25to44,Palliative Care,0,0,0,0,0,0
East Lothian,Ages25to44,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
East Lothian,Ages25to44,Rheumatoid Arthritis,30,40,30,45,50,50
East Lothian,Ages25to44,Stroke and TIA,35,45,40,45,45,45
East Lothian,Ages45to64,Asthma,2634,2725,2917,2908,2880,2853
East Lothian,Ages45to64,Atrial Fibrillation,290,275,305,327,330,357
East Lothian,Ages45to64,Cancer,1102,1183,1207,1258,1273,1334
East Lothian,Ages45to64,Chronic Kidney Disease (CKD),300,291,301,296,295,391
East Lothian,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),709,776,798,805,795,792
East Lothian,Ages45to64,Coronary Heart Disease (CHD),939,923,950,984,986,978
East Lothian,Ages45to64,Dementia,20,20,15,15,20,15
East Lothian,Ages45to64,Depression,2641,2802,2934,3034,3078,3095
East Lothian,Ages45to64,Diabetes,1927,2005,2058,2091,2134,2190
East Lothian,Ages45to64,Eating Disorder,215,250,276,277,294,315
East Lothian,Ages45to64,Epilepsy,435,449,455,478,461,479
East Lothian,Ages45to64,Heart Failure,150,165,130,130,145,155
East Lothian,Ages45to64,Hypertension,4957,4975,5068,4959,4992,5051
East Lothian,Ages45to64,Mental Health,400,448,464,490,521,549
East Lothian,Ages45to64,Osteoporosis,10,0,0,0,0,0
East Lothian,Ages45to64,Palliative Care,20,20,20,25,25,25
East Lothian,Ages45to64,Peripheral Arterial Disease (PAD),175,180,170,175,155,140
East Lothian,Ages45to64,Rheumatoid Arthritis,295,310,325,307,305,300
East Lothian,Ages45to64,Stroke and TIA,488,544,564,524,568,553
East Lothian,Ages5to14,Asthma,608,589,546,471,457,467
East Lothian,Ages5to14,Atrial Fibrillation,0,0,0,0,0,0
East Lothian,Ages5to14,Cancer,0,0,5,0,5,5
East Lothian,Ages5to14,Chronic Kidney Disease (CKD),0,0,0,0,0,0
East Lothian,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
East Lothian,Ages5to14,Coronary Heart Disease (CHD),0,0,0,0,0,0
East Lothian,Ages5to14,Dementia,0,0,0,0,0,0
East Lothian,Ages5to14,Depression,0,0,0,0,0,0
East Lothian,Ages5to14,Diabetes,25,10,10,10,25,20
East Lothian,Ages5to14,Eating Disorder,5,5,5,10,15,10
East Lothian,Ages5to14,Epilepsy,50,60,45,40,60,60
East Lothian,Ages5to14,Heart Failure,0,0,0,0,0,0
East Lothian,Ages5to14,Hypertension,0,0,0,0,0,0
East Lothian,Ages5to14,Mental Health,0,0,0,0,0,0
East Lothian,Ages5to14,Osteoporosis,0,0,0,0,0,0
East Lothian,Ages5to14,Palliative Care,0,0,0,0,0,0
East Lothian,Ages5to14,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
East Lothian,Ages5to14,Rheumatoid Arthritis,0,0,0,0,0,0
East Lothian,Ages5to14,Stroke and TIA,0,0,5,5,0,0
East Lothian,Ages65to74,Asthma,984,1062,1073,1131,1163,1185
East Lothian,Ages65to74,Atrial Fibrillation,530,563,551,559,548,574
East Lothian,Ages65to74,Cancer,1257,1326,1311,1318,1355,1337
East Lothian,Ages65to74,Chronic Kidney Disease (CKD),627,625,609,609,627,732
East Lothian,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),808,854,870,846,832,810
East Lothian,Ages65to74,Coronary Heart Disease (CHD),1277,1306,1313,1284,1283,1280
East Lothian,Ages65to74,Dementia,120,136,123,115,120,115
East Lothian,Ages65to74,Depression,663,676,712,779,825,863
East Lothian,Ages65to74,Diabetes,1420,1446,1484,1526,1632,1679
East Lothian,Ages65to74,Eating Disorder,5,10,20,20,30,30
East Lothian,Ages65to74,Epilepsy,155,155,160,160,175,190
East Lothian,Ages65to74,Heart Failure,200,235,240,220,215,190
East Lothian,Ages65to74,Hypertension,4546,4549,4594,4609,4598,4598
East Lothian,Ages65to74,Mental Health,145,145,130,110,120,125
East Lothian,Ages65to74,Osteoporosis,60,60,60,55,65,40
East Lothian,Ages65to74,Palliative Care,30,30,40,50,35,40
East Lothian,Ages65to74,Peripheral Arterial Disease (PAD),275,287,289,276,266,251
East Lothian,Ages65to74,Rheumatoid Arthritis,220,235,246,270,251,255
East Lothian,Ages65to74,Stroke and TIA,643,674,695,735,738,710
East Lothian,Ages75to84,Asthma,552,572,615,631,642,668
East Lothian,Ages75to84,Atrial Fibrillation,765,799,865,875,917,937
East Lothian,Ages75to84,Cancer,1115,1165,1250,1282,1360,1445
East Lothian,Ages75to84,Chronic Kidney Disease (CKD),1135,1125,1144,1096,1100,1265
East Lothian,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),643,667,721,713,686,727
East Lothian,Ages75to84,Coronary Heart Disease (CHD),1252,1277,1295,1295,1341,1371
East Lothian,Ages75to84,Dementia,461,433,434,411,435,435
East Lothian,Ages75to84,Depression,233,273,289,292,329,351
East Lothian,Ages75to84,Diabetes,1052,1083,1140,1152,1212,1330
East Lothian,Ages75to84,Eating Disorder,0,0,0,0,0,0
East Lothian,Ages75to84,Epilepsy,85,65,85,80,105,90
East Lothian,Ages75to84,Heart Failure,280,321,332,303,316,360
East Lothian,Ages75to84,Hypertension,3624,3691,3833,3841,4000,4161
East Lothian,Ages75to84,Mental Health,75,70,75,100,100,100
East Lothian,Ages75to84,Osteoporosis,205,176,180,154,140,125
East Lothian,Ages75to84,Palliative Care,65,90,75,85,90,95
East Lothian,Ages75to84,Peripheral Arterial Disease (PAD),280,285,277,262,268,250
East Lothian,Ages75to84,Rheumatoid Arthritis,110,130,150,145,180,180
East Lothian,Ages75to84,Stroke and TIA,769,810,838,816,832,861
East Lothian,Ages85plus,Asthma,170,183,189,207,208,216
East Lothian,Ages85plus,Atrial Fibrillation,465,513,511,562,591,582
East Lothian,Ages85plus,Cancer,425,462,476,500,531,560
East Lothian,Ages85plus,Chronic Kidney Disease (CKD),750,758,755,756,750,770
East Lothian,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),197,206,203,201,220,222
East Lothian,Ages85plus,Coronary Heart Disease (CHD),632,619,617,631,645,644
East Lothian,Ages85plus,Dementia,433,427,427,443,457,441
East Lothian,Ages85plus,Depression,85,80,105,90,95,100
East Lothian,Ages85plus,Diabetes,343,371,395,435,462,470
East Lothian,Ages85plus,Eating Disorder,0,0,0,0,0,0
East Lothian,Ages85plus,Epilepsy,30,50,35,40,30,35
East Lothian,Ages85plus,Heart Failure,219,203,214,221,251,235
East Lothian,Ages85plus,Hypertension,1531,1579,1615,1686,1703,1737
East Lothian,Ages85plus,Mental Health,15,15,10,15,20,25
East Lothian,Ages85plus,Osteoporosis,115,145,135,135,121,116
East Lothian,Ages85plus,Palliative Care,90,90,120,125,125,128
East Lothian,Ages85plus,Peripheral Arterial Disease (PAD),110,110,100,120,115,110
East Lothian,Ages85plus,Rheumatoid Arthritis,45,55,50,55,55,55
East Lothian,Ages85plus,Stroke and TIA,437,455,471,475,496,523
East Renfrewshire,Ages0to4,Asthma,5,0,20,5,5,10
East Renfrewshire,Ages0to4,Atrial Fibrillation,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Cancer,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Chronic Kidney Disease (CKD),0,0,0,0,0,0
East Renfrewshire,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
East Renfrewshire,Ages0to4,Coronary Heart Disease (CHD),0,0,0,0,0,0
East Renfrewshire,Ages0to4,Dementia,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Depression,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Diabetes,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Eating Disorder,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Epilepsy,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Heart Failure,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Hypertension,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Mental Health,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Osteoporosis,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Palliative Care,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
East Renfrewshire,Ages0to4,Rheumatoid Arthritis,0,0,0,0,0,0
East Renfrewshire,Ages0to4,Stroke and TIA,0,0,0,0,0,0
East Renfrewshire,Ages15to24,Asthma,105,103,129,133,105,139
East Renfrewshire,Ages15to24,Atrial Fibrillation,0,0,0,0,0,0
East Renfrewshire,Ages15to24,Cancer,0,0,0,0,0,0
East Renfrewshire,Ages15to24,Chronic Kidney Disease (CKD),0,0,0,0,0,0
East Renfrewshire,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
East Renfrewshire,Ages15to24,Coronary Heart Disease (CHD),0,0,0,0,0,0
East Renfrewshire,Ages15to24,Dementia,0,0,0,0,0,0
East Renfrewshire,Ages15to24,Depression,75,75,86,85,80,70
East Renfrewshire,Ages15to24,Diabetes,15,10,20,20,10,10
East Renfrewshire,Ages15to24,Eating Disorder,5,5,10,10,10,20
East Renfrewshire,Ages15to24,Epilepsy,20,10,10,10,15,15
East Renfrewshire,Ages15to24,Heart Failure,0,0,0,0,0,0
East Renfrewshire,Ages15to24,Hypertension,0,0,0,0,0,0
East Renfrewshire,Ages15to24,Mental Health,0,0,0,0,0,0
East Renfrewshire,Ages15to24,Osteoporosis,0,0,0,0,0,0
East Renfrewshire,Ages15to24,Palliative Care,0,0,0,0,0,0
