Geography,Age_Group,Disease,2018,2019,2020,2021,2022,2023
Clackmannanshire,Ages75to84,Diabetes,4558.6,4684.7,4756.8,4720.7,5153.2,5207.2
Clackmannanshire,Ages75to84,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0
Clackmannanshire,Ages75to84,Epilepsy,360.4,360.4,360.4,360.4,270.3,360.4
Clackmannanshire,Ages75to84,Heart Failure,1225.2,1315.3,1225.2,1207.2,1279.3,1279.3
Clackmannanshire,Ages75to84,Hypertension,13657.7,13603.6,13927.9,13837.8,14522.5,14864.9
Clackmannanshire,Ages75to84,Mental Health,90.1,90.1,270.3,360.4,360.4,270.3
Clackmannanshire,Ages75to84,Osteoporosis,180.2,90.1,90.1,90.1,90.1,180.2
Clackmannanshire,Ages75to84,Palliative Care,270.3,450.5,270.3,360.4,360.4,180.2
Clackmannanshire,Ages75to84,Peripheral Arterial Disease (PAD),1171.2,1081.1,1081.1,991.0,1081.1,1171.2
Clackmannanshire,Ages75to84,Rheumatoid Arthritis,360.4,360.4,540.5,450.5,540.5,630.6
Clackmannanshire,Ages75to84,Stroke and TIA,2774.8,2702.7,2810.8,2540.5,2630.6,2648.6
Clackmannanshire,Ages85plus,Asthma,1203.4,902.5,902.5,601.7,1203.4,1504.2
Clackmannanshire,Ages85plus,Atrial Fibrillation,3369.4,3429.6,3670.3,3610.1,3790.6,3489.8
Clackmannanshire,Ages85plus,Cancer,3429.6,4091.5,4392.3,4813.5,5174.5,4512.6
Clackmannanshire,Ages85plus,Chronic Kidney Disease (CKD),9205.8,9506.6,9807.5,9265.9,9927.8,9566.8
Clackmannanshire,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),2226.2,1985.6,2406.7,2346.6,2587.2,2527.1
Clackmannanshire,Ages85plus,Coronary Heart Disease (CHD),5896.5,5716.0,5956.7,5896.5,6498.2,6197.4
Clackmannanshire,Ages85plus,Dementia,3309.3,3911.0,3790.6,3429.6,3369.4,3008.4
Clackmannanshire,Ages85plus,Depression,1805.1,1805.1,2105.9,2105.9,2105.9,2105.9
Clackmannanshire,Ages85plus,Diabetes,3128.8,3008.4,3429.6,3309.3,3850.8,4753.3
Clackmannanshire,Ages85plus,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0
Clackmannanshire,Ages85plus,Epilepsy,300.8,300.8,300.8,300.8,300.8,300.8
Clackmannanshire,Ages85plus,Heart Failure,1805.1,1504.2,1805.1,1203.4,1504.2,1203.4
Clackmannanshire,Ages85plus,Hypertension,15162.5,15222.6,15403.1,15102.3,15884.5,16245.5
Clackmannanshire,Ages85plus,Mental Health,0.0,0.0,0.0,300.8,300.8,300.8
Clackmannanshire,Ages85plus,Osteoporosis,0.0,601.7,300.8,300.8,300.8,300.8
Clackmannanshire,Ages85plus,Palliative Care,902.5,1203.4,902.5,601.7,601.7,601.7
Clackmannanshire,Ages85plus,Peripheral Arterial Disease (PAD),1203.4,1203.4,902.5,601.7,902.5,902.5
Clackmannanshire,Ages85plus,Rheumatoid Arthritis,300.8,601.7,300.8,300.8,300.8,0.0
Clackmannanshire,Ages85plus,Stroke and TIA,3670.3,3309.3,3369.4,3610.1,3911.0,3790.6
Dundee City,Ages0to4,Asthma,281.5,316.7,175.9,140.7,211.1,211.1
Dundee City,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Dementia,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Depression,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Diabetes,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Epilepsy,0.0,0.0,70.4,70.4,35.2,70.4
Dundee City,Ages0to4,Heart Failure,0.0,0.0,0.0,0.0,35.2,0.0
Dundee City,Ages0to4,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages0to4,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Asthma,2184.0,2237.2,2307.3,2075.5,1873.5,1886.3
Dundee City,Ages15to24,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Cancer,42.5,21.3,10.6,21.3,10.6,10.6
Dundee City,Ages15to24,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Dementia,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Depression,606.1,586.9,533.8,363.6,410.4,412.6
Dundee City,Ages15to24,Diabetes,244.6,255.2,244.6,212.7,212.7,265.8
Dundee City,Ages15to24,Eating Disorder,270.1,223.3,233.9,297.7,255.2,289.2
Dundee City,Ages15to24,Epilepsy,340.3,372.2,372.2,414.7,372.2,329.6
Dundee City,Ages15to24,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Hypertension,21.3,10.6,10.6,21.3,31.9,31.9
Dundee City,Ages15to24,Mental Health,95.7,106.3,127.6,74.4,95.7,106.3
Dundee City,Ages15to24,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages15to24,Rheumatoid Arthritis,0.0,0.0,10.6,10.6,0.0,10.6
Dundee City,Ages15to24,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages25to44,Asthma,1924.5,1959.5,2100.1,2084.4,2076.2,2161.6
Dundee City,Ages25to44,Atrial Fibrillation,4.6,4.6,4.6,13.8,9.2,0.0
Dundee City,Ages25to44,Cancer,206.8,193.0,197.6,202.2,197.6,220.6
Dundee City,Ages25to44,Chronic Kidney Disease (CKD),4.6,4.6,0.0,0.0,0.0,0.0
Dundee City,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),55.1,59.7,50.5,46.0,50.5,64.3
Dundee City,Ages25to44,Coronary Heart Disease (CHD),32.2,18.4,23.0,32.2,13.8,27.6
Dundee City,Ages25to44,Dementia,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages25to44,Depression,2123.0,2087.2,2079.8,2042.2,2004.5,1973.2
Dundee City,Ages25to44,Diabetes,445.7,445.7,464.1,506.4,546.8,560.6
Dundee City,Ages25to44,Eating Disorder,211.4,229.8,216.0,211.4,239.9,229.8
Dundee City,Ages25to44,Epilepsy,474.2,468.7,459.5,487.1,496.3,505.5
Dundee City,Ages25to44,Heart Failure,0.0,0.0,0.0,0.0,4.6,4.6
Dundee City,Ages25to44,Hypertension,430.1,466.0,504.6,456.8,480.7,541.3
Dundee City,Ages25to44,Mental Health,427.4,409.0,418.2,418.2,418.2,459.5
Dundee City,Ages25to44,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages25to44,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages25to44,Peripheral Arterial Disease (PAD),0.0,0.0,4.6,0.0,0.0,0.0
Dundee City,Ages25to44,Rheumatoid Arthritis,23.0,18.4,18.4,18.4,23.0,32.2
Dundee City,Ages25to44,Stroke and TIA,27.6,36.8,36.8,46.0,59.7,46.0
Dundee City,Ages45to64,Asthma,2913.5,2991.9,3075.0,3069.1,3083.3,3167.6
Dundee City,Ages45to64,Atrial Fibrillation,326.5,350.2,338.4,344.3,356.2,391.8
Dundee City,Ages45to64,Cancer,1409.3,1461.5,1465.1,1476.9,1467.4,1444.9
Dundee City,Ages45to64,Chronic Kidney Disease (CKD),391.8,406.0,344.3,290.9,314.6,356.2
Dundee City,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),1537.5,1571.9,1599.2,1526.8,1460.3,1480.5
Dundee City,Ages45to64,Coronary Heart Disease (CHD),1393.8,1366.5,1319.0,1307.2,1320.2,1266.8
Dundee City,Ages45to64,Dementia,11.9,17.8,23.7,5.9,11.9,5.9
Dundee City,Ages45to64,Depression,2829.2,2887.4,2938.5,2965.8,2956.3,2938.5
Dundee City,Ages45to64,Diabetes,2673.7,2712.9,2699.8,2712.9,2801.9,2948.0
Dundee City,Ages45to64,Eating Disorder,100.9,136.5,160.3,160.3,160.3,166.2
Dundee City,Ages45to64,Epilepsy,667.2,694.5,704.0,687.4,699.3,704.0
Dundee City,Ages45to64,Heart Failure,190.0,178.1,219.6,201.8,201.8,219.6
Dundee City,Ages45to64,Hypertension,6330.4,6282.9,6169.0,5947.0,5863.8,5943.4
Dundee City,Ages45to64,Mental Health,715.9,750.3,745.6,757.5,767.0,778.8
Dundee City,Ages45to64,Osteoporosis,17.8,11.9,11.9,17.8,11.9,11.9
Dundee City,Ages45to64,Palliative Care,17.8,11.9,11.9,29.7,23.7,23.7
Dundee City,Ages45to64,Peripheral Arterial Disease (PAD),314.6,320.6,314.6,261.2,249.3,255.3
Dundee City,Ages45to64,Rheumatoid Arthritis,237.5,231.5,225.6,243.4,273.1,273.1
Dundee City,Ages45to64,Stroke and TIA,771.7,786.0,797.8,833.5,824.0,832.3
Dundee City,Ages5to14,Asthma,1763.8,1651.6,1741.3,1505.8,1480.6,1556.3
Dundee City,Ages5to14,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Cancer,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Dementia,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Depression,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Diabetes,42.1,56.1,56.1,56.1,56.1,28.0
Dundee City,Ages5to14,Eating Disorder,14.0,0.0,0.0,0.0,28.0,14.0
Dundee City,Ages5to14,Epilepsy,154.2,196.3,168.2,154.2,154.2,168.2
Dundee City,Ages5to14,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages5to14,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages65to74,Asthma,2149.9,2319.2,2357.8,2449.8,2530.0,2687.4
Dundee City,Ages65to74,Atrial Fibrillation,1648.1,1695.6,1654.0,1556.0,1538.2,1559.0
Dundee City,Ages65to74,Cancer,3548.5,3566.3,3610.9,3676.2,3625.7,3649.5
Dundee City,Ages65to74,Chronic Kidney Disease (CKD),2081.6,2048.9,1912.3,1855.9,1766.8,1820.3
Dundee City,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),3581.2,3610.9,3563.4,3432.7,3319.9,3349.6
Dundee City,Ages65to74,Coronary Heart Disease (CHD),4160.2,4172.1,4154.3,4124.6,4029.6,4059.3
Dundee City,Ages65to74,Dementia,400.9,430.6,475.1,311.8,371.2,341.5
Dundee City,Ages65to74,Depression,1725.3,1793.6,1867.8,1924.2,1992.5,2167.7
Dundee City,Ages65to74,Diabetes,5220.3,5264.9,5318.3,5330.2,5407.4,5508.4
Dundee City,Ages65to74,Eating Disorder,14.8,14.8,29.7,14.8,14.8,14.8
Dundee City,Ages65to74,Epilepsy,564.2,623.6,579.0,608.7,638.4,668.1
Dundee City,Ages65to74,Heart Failure,801.8,831.5,816.6,816.6,727.5,742.4
Dundee City,Ages65to74,Hypertension,14357.4,14292.1,14232.7,14036.7,13606.1,13683.3
Dundee City,Ages65to74,Mental Health,549.4,549.4,534.5,549.4,534.5,579.0
Dundee City,Ages65to74,Osteoporosis,178.2,178.2,178.2,133.6,74.2,103.9
Dundee City,Ages65to74,Palliative Care,163.3,193.0,103.9,118.8,89.1,103.9
Dundee City,Ages65to74,Peripheral Arterial Disease (PAD),1208.6,1146.2,1098.7,1063.1,991.8,1024.5
Dundee City,Ages65to74,Rheumatoid Arthritis,534.5,534.5,549.4,519.7,519.7,490.0
Dundee City,Ages65to74,Stroke and TIA,2236.0,2262.7,2262.7,2274.6,2274.6,2292.4
Dundee City,Ages75to84,Asthma,2206.5,2215.9,2258.0,2159.7,2323.6,2342.4
Dundee City,Ages75to84,Atrial Fibrillation,3813.4,3846.2,3921.1,3700.9,3743.1,3654.1
Dundee City,Ages75to84,Cancer,4806.5,5120.4,5195.4,5125.1,5476.4,5635.7
Dundee City,Ages75to84,Chronic Kidney Disease (CKD),6296.3,5748.1,5387.4,4806.5,5036.1,5120.4
Dundee City,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),4019.5,4160.0,4164.7,4024.2,4094.4,4066.3
Dundee City,Ages75to84,Coronary Heart Disease (CHD),6849.1,6596.1,6277.5,5893.4,5996.4,5916.8
Dundee City,Ages75to84,Dementia,2431.4,2384.5,2431.4,2215.9,2066.0,1803.6
Dundee City,Ages75to84,Depression,1241.5,1264.9,1311.7,1311.7,1358.6,1335.1
Dundee City,Ages75to84,Diabetes,6291.6,6324.4,6324.4,5987.1,6263.5,6343.1
Dundee City,Ages75to84,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages75to84,Epilepsy,562.2,632.4,562.2,491.9,585.6,491.9
Dundee City,Ages75to84,Heart Failure,1803.6,1827.0,1756.8,1686.5,1616.2,1592.8
Dundee City,Ages75to84,Hypertension,18603.0,18410.9,18293.8,17684.8,18401.6,18870.0
Dundee City,Ages75to84,Mental Health,445.0,327.9,374.8,351.4,421.6,468.5
Dundee City,Ages75to84,Osteoporosis,726.1,679.3,655.9,562.2,538.7,515.3
Dundee City,Ages75to84,Palliative Care,515.3,374.8,304.5,304.5,281.1,304.5
Dundee City,Ages75to84,Peripheral Arterial Disease (PAD),1780.2,1709.9,1709.9,1602.2,1536.6,1499.1
Dundee City,Ages75to84,Rheumatoid Arthritis,655.9,702.7,655.9,655.9,749.6,773.0
Dundee City,Ages75to84,Stroke and TIA,3921.1,4066.3,3977.3,3836.8,3888.3,3939.8
Dundee City,Ages85plus,Asthma,1585.9,1839.6,2029.9,2309.1,2093.4,2283.7
Dundee City,Ages85plus,Atrial Fibrillation,5937.6,6229.4,6660.7,6584.6,6648.1,6952.6
Dundee City,Ages85plus,Cancer,5760.0,5683.8,5772.6,5772.6,5480.8,5798.0
Dundee City,Ages85plus,Chronic Kidney Disease (CKD),12649.1,12217.7,11887.8,11443.8,10936.3,10771.4
Dundee City,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),3184.5,3400.2,3780.8,3641.2,3387.5,3159.1
Dundee City,Ages85plus,Coronary Heart Disease (CHD),8386.2,8652.6,8855.6,8893.7,8462.3,8563.8
Dundee City,Ages85plus,Dementia,6343.6,6711.5,6724.2,6115.2,5531.6,5265.2
Dundee City,Ages85plus,Depression,1243.3,1294.1,1268.7,1332.1,1268.7,1522.5
Dundee City,Ages85plus,Diabetes,5582.3,5772.6,6153.3,6394.3,6533.9,6622.7
Dundee City,Ages85plus,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0
Dundee City,Ages85plus,Epilepsy,634.4,507.5,444.0,634.4,444.0,444.0
Dundee City,Ages85plus,Heart Failure,2740.4,2753.1,2816.5,2778.5,2562.8,2664.3
Dundee City,Ages85plus,Hypertension,22697.3,23280.9,23991.4,24105.6,23420.5,23268.2
Dundee City,Ages85plus,Mental Health,317.2,253.7,317.2,380.6,253.7,126.9
Dundee City,Ages85plus,Osteoporosis,1433.6,1421.0,1243.3,1167.2,1154.5,824.7
Dundee City,Ages85plus,Palliative Care,1141.8,951.5,888.1,824.7,761.2,570.9
Dundee City,Ages85plus,Peripheral Arterial Disease (PAD),1839.6,1966.5,1966.5,1839.6,1712.8,1712.8
Dundee City,Ages85plus,Rheumatoid Arthritis,380.6,507.5,570.9,570.9,570.9,634.4
Dundee City,Ages85plus,Stroke and TIA,6115.2,6229.4,6178.6,6419.7,6356.3,6267.4
East Dunbartonshire,Ages0to4,Asthma,579.7,368.9,368.9,210.8,316.2,158.1
East Dunbartonshire,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Dementia,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Depression,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Diabetes,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Epilepsy,0.0,0.0,0.0,52.7,105.4,0.0
East Dunbartonshire,Ages0to4,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages0to4,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Asthma,2540.2,2379.3,2653.3,2631.6,2218.4,2309.7
East Dunbartonshire,Ages15to24,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Cancer,21.7,21.7,21.7,43.5,43.5,21.7
East Dunbartonshire,Ages15to24,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Dementia,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Depression,1326.7,1461.5,1596.3,1461.5,1231.0,1100.5
East Dunbartonshire,Ages15to24,Diabetes,217.5,239.2,195.7,217.5,174.0,282.7
East Dunbartonshire,Ages15to24,Eating Disorder,239.2,239.2,239.2,282.7,326.2,304.5
East Dunbartonshire,Ages15to24,Epilepsy,522.0,435.0,456.7,456.7,478.5,500.2
East Dunbartonshire,Ages15to24,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Mental Health,43.5,0.0,21.7,43.5,43.5,65.2
East Dunbartonshire,Ages15to24,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages15to24,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages25to44,Asthma,2692.9,2783.2,3131.3,3046.6,2794.3,2880.8
East Dunbartonshire,Ages25to44,Atrial Fibrillation,18.4,27.6,27.6,36.8,46.0,27.6
East Dunbartonshire,Ages25to44,Cancer,331.6,322.3,322.3,303.9,303.9,294.7
East Dunbartonshire,Ages25to44,Chronic Kidney Disease (CKD),9.2,18.4,18.4,9.2,36.8,18.4
East Dunbartonshire,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),27.6,27.6,27.6,18.4,18.4,0.0
East Dunbartonshire,Ages25to44,Coronary Heart Disease (CHD),9.2,18.4,27.6,18.4,27.6,27.6
East Dunbartonshire,Ages25to44,Dementia,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages25to44,Depression,4052.3,4223.6,4372.8,4534.9,4667.5,4671.2
East Dunbartonshire,Ages25to44,Diabetes,525.0,552.6,626.3,561.8,589.4,653.9
East Dunbartonshire,Ages25to44,Eating Disorder,392.3,397.9,370.2,370.2,342.6,331.6
East Dunbartonshire,Ages25to44,Epilepsy,515.7,515.7,543.4,525.0,561.8,589.4
East Dunbartonshire,Ages25to44,Heart Failure,18.4,9.2,9.2,9.2,9.2,0.0
East Dunbartonshire,Ages25to44,Hypertension,670.5,617.1,676.0,642.8,760.7,751.5
East Dunbartonshire,Ages25to44,Mental Health,340.8,350.0,322.3,313.1,313.1,322.3
East Dunbartonshire,Ages25to44,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages25to44,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages25to44,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages25to44,Rheumatoid Arthritis,27.6,36.8,27.6,18.4,27.6,36.8
East Dunbartonshire,Ages25to44,Stroke and TIA,46.0,46.0,55.3,64.5,55.3,46.0
East Dunbartonshire,Ages45to64,Asthma,3405.2,3460.9,3698.4,3703.3,3564.1,3767.2
East Dunbartonshire,Ages45to64,Atrial Fibrillation,409.5,450.4,471.7,434.0,442.2,425.9
East Dunbartonshire,Ages45to64,Cancer,1778.8,1814.8,1791.9,1793.5,1823.0,1759.1
East Dunbartonshire,Ages45to64,Chronic Kidney Disease (CKD),442.2,450.4,501.2,443.9,457.0,540.5
East Dunbartonshire,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),853.3,858.3,881.2,843.5,812.4,833.7
East Dunbartonshire,Ages45to64,Coronary Heart Disease (CHD),1312.0,1320.1,1377.5,1312.0,1292.3,1197.3
East Dunbartonshire,Ages45to64,Dementia,8.2,8.2,0.0,8.2,16.4,8.2
East Dunbartonshire,Ages45to64,Depression,4638.5,4866.2,5103.7,5154.5,5203.6,5238.0
East Dunbartonshire,Ages45to64,Diabetes,2381.5,2456.8,2517.4,2486.3,2571.5,2615.7
East Dunbartonshire,Ages45to64,Eating Disorder,229.3,234.2,258.8,278.4,278.4,344.0
East Dunbartonshire,Ages45to64,Epilepsy,565.1,606.0,606.0,597.8,614.2,606.0
East Dunbartonshire,Ages45to64,Heart Failure,180.2,180.2,204.7,147.4,163.8,172.0
East Dunbartonshire,Ages45to64,Hypertension,6890.6,7002.0,6992.2,6766.1,6779.2,6841.5
East Dunbartonshire,Ages45to64,Mental Health,491.4,491.4,483.2,507.7,532.3,548.7
East Dunbartonshire,Ages45to64,Osteoporosis,16.4,24.6,16.4,16.4,8.2,8.2
East Dunbartonshire,Ages45to64,Palliative Care,24.6,24.6,8.2,24.6,8.2,16.4
East Dunbartonshire,Ages45to64,Peripheral Arterial Disease (PAD),180.2,163.8,139.2,147.4,122.8,106.5
East Dunbartonshire,Ages45to64,Rheumatoid Arthritis,311.2,319.4,327.6,352.1,303.0,270.3
East Dunbartonshire,Ages45to64,Stroke and TIA,604.4,615.8,658.4,692.8,673.2,687.9
East Dunbartonshire,Ages5to14,Asthma,2047.8,2013.8,2059.1,1877.7,1666.2,1715.3
East Dunbartonshire,Ages5to14,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Cancer,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Dementia,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Depression,0.0,0.0,18.9,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Diabetes,56.7,113.3,132.2,113.3,113.3,113.3
East Dunbartonshire,Ages5to14,Eating Disorder,0.0,0.0,0.0,0.0,18.9,0.0
East Dunbartonshire,Ages5to14,Epilepsy,170.0,188.9,188.9,245.6,283.4,302.3
East Dunbartonshire,Ages5to14,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages5to14,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0
East Dunbartonshire,Ages65to74,Asthma,2812.5,2905.6,3134.5,3184.9,3200.4,3309.0
East Dunbartonshire,Ages65to74,Atrial Fibrillation,2118.1,2156.9,2172.4,2160.8,2087.1,2052.1
East Dunbartonshire,Ages65to74,Cancer,4387.5,4554.3,4779.3,4593.1,4596.9,4670.6
