Geography,Age_Group,Disease,Average_Prevalence,Max_Prevalence,2018,2019,2020,2021,2022,2023
Argyll and Bute,Ages5to14,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages5to14,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages5to14,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages5to14,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages5to14,Palliative Care,5.05,30.3,0.0,0.0,30.3,0.0,0.0,0.0
Argyll and Bute,Ages5to14,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages5to14,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages5to14,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages65to74,Asthma,3012.75,3232.8,2862.8,2917.3,2944.6,3038.1,3080.9,3232.8
Argyll and Bute,Ages65to74,Atrial Fibrillation,2260.4,2426.6,2037.1,2169.5,2325.3,2426.6,2364.3,2239.6
Argyll and Bute,Ages65to74,Cancer,4620.116666666666,4786.9,4366.3,4514.3,4611.7,4748.0,4786.9,4693.5
Argyll and Bute,Ages65to74,Chronic Kidney Disease (CKD),2502.5166666666664,2687.5,2687.5,2644.7,2578.5,2574.6,2372.0,2157.8
Argyll and Bute,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),2444.1,2551.2,2461.6,2527.8,2551.2,2508.4,2352.6,2263.0
Argyll and Bute,Ages65to74,Coronary Heart Disease (CHD),4324.733333333333,4518.2,4518.2,4409.1,4253.3,4409.1,4222.2,4136.5
Argyll and Bute,Ages65to74,Dementia,246.68333333333337,331.1,311.6,331.1,233.7,233.7,194.7,175.3
Argyll and Bute,Ages65to74,Depression,2752.4500000000003,3006.9,2488.9,2578.5,2672.0,2847.2,2921.2,3006.9
Argyll and Bute,Ages65to74,Diabetes,5019.983333333333,5192.0,4907.7,4810.3,4931.1,5192.0,5180.3,5098.5
Argyll and Bute,Ages65to74,Eating Disorder,25.96666666666667,58.4,0.0,19.5,58.4,38.9,19.5,19.5
Argyll and Bute,Ages65to74,Epilepsy,623.1833333333333,701.1,701.1,623.2,525.8,623.2,603.7,662.1
Argyll and Bute,Ages65to74,Heart Failure,837.4000000000001,895.8,817.9,779.0,798.5,837.4,895.8,895.8
Argyll and Bute,Ages65to74,Hypertension,16338.816666666668,16553.7,16218.7,16327.8,16483.6,16553.7,16234.3,16214.8
Argyll and Bute,Ages65to74,Mental Health,454.41666666666674,525.8,409.0,428.4,389.5,486.9,525.8,486.9
Argyll and Bute,Ages65to74,Osteoporosis,35.7,77.9,77.9,38.9,19.5,38.9,19.5,19.5
Argyll and Bute,Ages65to74,Palliative Care,555.6833333333333,595.9,584.2,572.6,502.5,529.7,549.2,595.9
Argyll and Bute,Ages65to74,Peripheral Arterial Disease (PAD),827.6833333333334,876.4,779.0,837.4,876.4,856.9,837.4,779.0
Argyll and Bute,Ages65to74,Rheumatoid Arthritis,545.2833333333334,584.2,584.2,564.8,584.2,584.2,467.4,486.9
Argyll and Bute,Ages65to74,Stroke and TIA,2383.733333333333,2426.6,2426.6,2395.4,2426.6,2383.7,2313.6,2356.5
Argyll and Bute,Ages75to84,Asthma,2491.1,2752.6,2177.9,2223.9,2425.0,2614.6,2752.6,2752.6
Argyll and Bute,Ages75to84,Atrial Fibrillation,4682.416666666667,5062.6,4080.0,4522.5,4775.3,4735.1,4919.0,5062.6
Argyll and Bute,Ages75to84,Cancer,5743.600000000001,6884.3,4786.8,5206.3,5539.6,5706.2,6338.4,6884.3
Argyll and Bute,Ages75to84,Chronic Kidney Disease (CKD),5764.666666666667,5970.6,5930.4,5970.6,5821.2,5533.8,5505.1,5826.9
Argyll and Bute,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),2777.4666666666667,2919.2,2499.7,2706.6,2792.8,2907.7,2919.2,2838.8
Argyll and Bute,Ages75to84,Coronary Heart Disease (CHD),6455.183333333333,6734.9,6114.2,6367.1,6596.9,6459.0,6459.0,6734.9
Argyll and Bute,Ages75to84,Dementia,1446.1833333333332,1551.5,1534.3,1407.9,1482.6,1551.5,1350.4,1350.4
Argyll and Bute,Ages75to84,Depression,1526.6500000000003,1775.7,1344.7,1442.4,1580.3,1465.3,1551.5,1775.7
Argyll and Bute,Ages75to84,Diabetes,5129.683333333334,5838.4,4758.1,4844.3,4913.2,4947.7,5476.4,5838.4
Argyll and Bute,Ages75to84,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages75to84,Epilepsy,373.5333333333333,517.2,287.3,229.9,316.1,459.7,517.2,431.0
Argyll and Bute,Ages75to84,Heart Failure,1595.5833333333333,1902.1,1436.6,1436.6,1522.8,1637.7,1637.7,1902.1
Argyll and Bute,Ages75to84,Hypertension,19203.733333333334,21164.2,17612.9,18262.3,18882.9,19153.0,20147.1,21164.2
Argyll and Bute,Ages75to84,Mental Health,306.46666666666664,344.8,344.8,287.3,287.3,287.3,344.8,287.3
Argyll and Bute,Ages75to84,Osteoporosis,421.40000000000003,488.4,488.4,459.7,459.7,373.5,344.8,402.3
Argyll and Bute,Ages75to84,Palliative Care,820.7833333333333,994.1,718.3,735.5,994.1,862.0,752.8,862.0
Argyll and Bute,Ages75to84,Peripheral Arterial Disease (PAD),1158.8833333333334,1235.5,1149.3,1149.3,1063.1,1235.5,1149.3,1206.8
Argyll and Bute,Ages75to84,Rheumatoid Arthritis,624.45,775.8,574.6,545.9,632.1,603.4,775.8,614.9
Argyll and Bute,Ages75to84,Stroke and TIA,4000.5000000000005,4166.2,3936.3,3953.6,4051.3,3907.6,3988.0,4166.2
Argyll and Bute,Ages85plus,Asthma,2061.3166666666666,2554.6,1849.9,1585.6,2026.1,2149.4,2202.3,2554.6
Argyll and Bute,Ages85plus,Atrial Fibrillation,7722.566666666667,8720.9,6624.4,6941.5,8121.9,7751.9,8174.8,8720.9
Argyll and Bute,Ages85plus,Cancer,6160.433333333333,6976.7,5620.2,5708.2,6095.8,6043.0,6518.7,6976.7
Argyll and Bute,Ages85plus,Chronic Kidney Disease (CKD),12350.233333333335,12685.0,12685.0,12596.9,12596.9,12226.9,12050.7,11945.0
Argyll and Bute,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),2378.4333333333334,2836.5,2202.3,2026.1,2378.4,2272.7,2554.6,2836.5
Argyll and Bute,Ages85plus,Coronary Heart Disease (CHD),8556.499999999998,9267.1,8262.9,8192.4,8192.4,8509.5,8914.7,9267.1
Argyll and Bute,Ages85plus,Dementia,4809.700000000001,5303.0,5250.2,5303.0,5126.8,4615.9,4439.7,4122.6
Argyll and Bute,Ages85plus,Depression,1556.2333333333336,1761.8,1409.4,1585.6,1585.6,1761.8,1497.5,1497.5
Argyll and Bute,Ages85plus,Diabetes,4709.9,5338.3,4122.6,4281.2,4704.0,4845.0,5338.3,4968.3
Argyll and Bute,Ages85plus,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages85plus,Epilepsy,381.76666666666665,440.5,352.4,352.4,440.5,352.4,352.4,440.5
Argyll and Bute,Ages85plus,Heart Failure,3177.116666666667,3770.3,2818.9,2730.8,3047.9,2977.4,3717.4,3770.3
Argyll and Bute,Ages85plus,Hypertension,22548.149999999998,24453.8,20983.1,21176.9,21969.7,22744.9,23960.5,24453.8
Argyll and Bute,Ages85plus,Mental Health,161.51666666666668,264.3,176.2,88.1,176.2,176.2,264.3,88.1
Argyll and Bute,Ages85plus,Osteoporosis,1089.3999999999999,1321.4,1162.8,1145.2,1321.4,1057.1,969.0,880.9
Argyll and Bute,Ages85plus,Palliative Care,1932.1166666666666,2237.5,2237.5,2237.5,1849.9,1744.2,1761.8,1761.8
Argyll and Bute,Ages85plus,Peripheral Arterial Disease (PAD),1336.033333333333,1497.5,1321.4,1233.3,1145.2,1409.4,1409.4,1497.5
Argyll and Bute,Ages85plus,Rheumatoid Arthritis,587.2333333333333,704.7,528.5,528.5,528.5,616.6,704.7,616.6
Argyll and Bute,Ages85plus,Stroke and TIA,7076.566666666667,7928.1,6571.5,6712.5,6941.5,7064.8,7241.0,7928.1
City of Edinburgh,Ages0to4,Asthma,97.81666666666668,199.5,129.1,199.5,129.1,58.7,47.0,23.5
City of Edinburgh,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Eating Disorder,3.9,11.7,0.0,0.0,11.7,11.7,0.0,0.0
City of Edinburgh,Ages0to4,Epilepsy,29.366666666666664,47.0,47.0,35.2,23.5,23.5,23.5,23.5
City of Edinburgh,Ages0to4,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages0to4,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages15to24,Asthma,1852.2166666666665,2021.9,1910.1,1865.3,2021.9,1834.5,1752.2,1729.3
City of Edinburgh,Ages15to24,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages15to24,Cancer,29.749999999999996,36.3,36.3,36.3,36.3,33.3,21.2,15.1
City of Edinburgh,Ages15to24,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages15to24,Coronary Heart Disease (CHD),1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0
City of Edinburgh,Ages15to24,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages15to24,Depression,1179.966666666667,1532.2,1532.2,1345.9,1237.1,1081.7,1015.8,867.1
City of Edinburgh,Ages15to24,Diabetes,193.46666666666667,220.1,197.7,201.9,220.1,190.5,175.3,175.3
City of Edinburgh,Ages15to24,Eating Disorder,390.50000000000006,452.3,317.4,359.8,379.1,402.7,431.7,452.3
City of Edinburgh,Ages15to24,Epilepsy,287.9166666666667,296.3,281.2,292.6,285.4,290.8,296.3,281.2
City of Edinburgh,Ages15to24,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages15to24,Hypertension,21.149999999999995,30.2,30.2,27.2,30.2,15.1,9.1,15.1
City of Edinburgh,Ages15to24,Mental Health,98.85000000000001,116.1,93.1,79.2,93.7,96.1,114.9,116.1
City of Edinburgh,Ages15to24,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages15to24,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages15to24,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages15to24,Rheumatoid Arthritis,1.5,3.0,3.0,3.0,0.0,3.0,0.0,0.0
City of Edinburgh,Ages15to24,Stroke and TIA,0.5,3.0,0.0,0.0,0.0,3.0,0.0,0.0
City of Edinburgh,Ages25to44,Asthma,1909.6333333333332,2053.6,1846.3,1840.3,2053.6,1933.1,1858.8,1925.7
City of Edinburgh,Ages25to44,Atrial Fibrillation,10.416666666666666,11.8,9.7,10.8,9.7,10.8,9.7,11.8
City of Edinburgh,Ages25to44,Cancer,228.53333333333333,237.9,218.5,223.0,226.0,236.8,237.9,229.0
City of Edinburgh,Ages25to44,Chronic Kidney Disease (CKD),10.233333333333333,14.0,9.7,8.6,9.7,9.7,9.7,14.0
City of Edinburgh,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),25.46666666666667,33.4,18.3,20.4,30.1,23.7,26.9,33.4
City of Edinburgh,Ages25to44,Coronary Heart Disease (CHD),20.26666666666667,23.7,20.4,15.1,22.6,19.4,20.4,23.7
City of Edinburgh,Ages25to44,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages25to44,Depression,2744.316666666667,2823.8,2823.8,2759.9,2749.1,2720.1,2727.8,2685.2
City of Edinburgh,Ages25to44,Diabetes,446.9166666666667,509.3,389.0,408.1,440.4,454.0,480.7,509.3
City of Edinburgh,Ages25to44,Eating Disorder,334.0333333333333,357.1,309.5,317.9,325.0,338.2,356.5,357.1
City of Edinburgh,Ages25to44,Epilepsy,365.79999999999995,371.3,364.9,362.7,362.3,371.3,364.9,368.7
City of Edinburgh,Ages25to44,Heart Failure,2.6999999999999997,3.2,3.2,2.2,3.2,2.2,3.2,2.2
City of Edinburgh,Ages25to44,Hypertension,472.09999999999997,497.7,441.7,452.7,477.2,472.5,490.8,497.7
City of Edinburgh,Ages25to44,Mental Health,365.2166666666667,388.5,339.5,346.1,363.8,365.5,388.5,387.9
City of Edinburgh,Ages25to44,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages25to44,Palliative Care,0.3666666666666667,1.1,1.1,1.1,0.0,0.0,0.0,0.0
City of Edinburgh,Ages25to44,Peripheral Arterial Disease (PAD),0.3666666666666667,1.1,1.1,1.1,0.0,0.0,0.0,0.0
City of Edinburgh,Ages25to44,Rheumatoid Arthritis,34.25,38.7,30.1,32.3,31.2,35.5,37.7,38.7
City of Edinburgh,Ages25to44,Stroke and TIA,22.416666666666668,26.9,23.7,18.3,26.9,20.4,21.5,23.7
City of Edinburgh,Ages45to64,Asthma,3530.15,3670.0,3317.5,3446.4,3670.0,3661.3,3502.9,3582.8
City of Edinburgh,Ages45to64,Atrial Fibrillation,384.1666666666667,430.6,343.0,363.1,374.0,382.0,412.3,430.6
City of Edinburgh,Ages45to64,Cancer,1755.9333333333332,1782.8,1704.0,1744.2,1775.5,1763.1,1766.0,1782.8
City of Edinburgh,Ages45to64,Chronic Kidney Disease (CKD),408.8666666666666,494.1,386.8,378.8,393.3,384.6,415.6,494.1
City of Edinburgh,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),1061.8166666666666,1101.2,992.1,1046.9,1101.2,1075.7,1074.6,1080.4
City of Edinburgh,Ages45to64,Coronary Heart Disease (CHD),1142.8333333333333,1198.7,1119.5,1129.0,1134.4,1127.1,1148.3,1198.7
City of Edinburgh,Ages45to64,Dementia,16.71666666666667,20.1,20.1,14.6,16.4,16.4,16.4,16.4
City of Edinburgh,Ages45to64,Depression,4466.133333333334,4500.5,4364.0,4452.7,4493.2,4500.5,4495.0,4491.4
City of Edinburgh,Ages45to64,Diabetes,2756.4833333333336,2966.2,2591.1,2633.0,2702.3,2753.8,2892.5,2966.2
City of Edinburgh,Ages45to64,Eating Disorder,362.3333333333333,400.3,324.0,335.7,355.4,367.4,400.3,391.2
City of Edinburgh,Ages45to64,Epilepsy,698.75,703.9,693.6,694.4,699.1,703.9,702.0,699.5
City of Edinburgh,Ages45to64,Heart Failure,141.70000000000002,151.4,146.0,129.5,138.7,147.8,151.4,136.8
City of Edinburgh,Ages45to64,Hypertension,6045.866666666668,6176.1,6176.1,6102.0,6128.3,5950.9,5939.6,5978.3
City of Edinburgh,Ages45to64,Mental Health,804.9499999999998,821.0,780.9,783.8,803.1,820.3,820.6,821.0
City of Edinburgh,Ages45to64,Osteoporosis,23.116666666666664,34.7,29.2,34.7,28.1,19.0,16.8,10.9
City of Edinburgh,Ages45to64,Palliative Care,20.650000000000002,25.5,18.2,14.6,18.2,21.9,25.5,25.5
City of Edinburgh,Ages45to64,Peripheral Arterial Disease (PAD),213.88333333333333,225.5,225.5,224.4,224.4,200.7,202.5,205.8
City of Edinburgh,Ages45to64,Rheumatoid Arthritis,337.81666666666666,357.6,319.3,324.7,324.7,344.8,357.6,355.8
City of Edinburgh,Ages45to64,Stroke and TIA,666.0333333333334,682.3,640.0,655.7,676.1,679.8,682.3,662.3
City of Edinburgh,Ages5to14,Asthma,1642.9666666666665,1810.2,1782.0,1795.1,1810.2,1513.3,1459.8,1497.4
City of Edinburgh,Ages5to14,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Cancer,2.35,9.4,0.0,0.0,9.4,4.7,0.0,0.0
City of Edinburgh,Ages5to14,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Depression,3.1333333333333333,9.4,9.4,0.0,4.7,4.7,0.0,0.0
City of Edinburgh,Ages5to14,Diabetes,43.083333333333336,65.8,37.6,47.0,32.9,28.2,47.0,65.8
City of Edinburgh,Ages5to14,Eating Disorder,14.1,18.8,14.1,4.7,14.1,14.1,18.8,18.8
City of Edinburgh,Ages5to14,Epilepsy,184.76666666666665,202.0,155.0,187.9,169.1,202.0,192.6,202.0
City of Edinburgh,Ages5to14,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Palliative Care,1.5666666666666667,4.7,4.7,4.7,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Rheumatoid Arthritis,0.7833333333333333,4.7,0.0,0.0,4.7,0.0,0.0,0.0
City of Edinburgh,Ages5to14,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Edinburgh,Ages65to74,Asthma,3447.1000000000004,3598.9,3190.2,3346.8,3538.8,3558.1,3449.8,3598.9
City of Edinburgh,Ages65to74,Atrial Fibrillation,1947.45,2037.0,1806.4,1946.9,1921.2,2004.8,1968.4,2037.0
City of Edinburgh,Ages65to74,Cancer,5001.5666666666675,5100.6,4905.4,4982.6,5050.2,5100.6,5023.4,4947.2
City of Edinburgh,Ages65to74,Chronic Kidney Disease (CKD),2228.7000000000003,2418.9,2211.9,2156.1,2204.4,2195.8,2185.1,2418.9
City of Edinburgh,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),2936.116666666667,3027.1,2814.7,2895.2,3027.1,3000.3,2961.7,2917.7
City of Edinburgh,Ages65to74,Coronary Heart Disease (CHD),4038.65,4148.1,3946.4,3980.7,4014.0,4051.5,4091.2,4148.1
City of Edinburgh,Ages65to74,Dementia,397.06666666666666,423.7,423.7,407.6,423.7,413.0,381.9,332.5
City of Edinburgh,Ages65to74,Depression,3298.15,3683.6,2920.9,3033.6,3227.7,3403.6,3519.5,3683.6
City of Edinburgh,Ages65to74,Diabetes,5349.3,5811.8,4956.9,5143.5,5232.6,5391.3,5559.7,5811.8
City of Edinburgh,Ages65to74,Eating Disorder,94.75,118.0,59.0,75.1,101.9,96.5,118.0,118.0
City of Edinburgh,Ages65to74,Epilepsy,655.2333333333332,702.6,616.8,632.9,627.5,659.7,691.9,702.6
City of Edinburgh,Ages65to74,Heart Failure,634.85,665.1,615.7,617.9,638.2,644.7,627.5,665.1
City of Edinburgh,Ages65to74,Hypertension,16024.666666666666,16236.2,15977.6,16089.2,16156.8,16236.2,15899.3,15788.9
City of Edinburgh,Ages65to74,Mental Health,657.9166666666666,691.9,616.8,611.4,654.3,681.2,691.9,691.9
City of Edinburgh,Ages65to74,Osteoporosis,176.63333333333333,203.8,203.8,189.9,179.1,177.0,168.4,141.6
City of Edinburgh,Ages65to74,Palliative Care,181.44999999999996,219.9,144.8,177.0,193.1,198.4,219.9,155.5
City of Edinburgh,Ages65to74,Peripheral Arterial Disease (PAD),937.7000000000002,1021.2,1021.2,994.4,940.7,910.7,858.1,901.1
City of Edinburgh,Ages65to74,Rheumatoid Arthritis,684.9333333333334,719.8,606.1,681.2,702.6,708.0,691.9,719.8
City of Edinburgh,Ages65to74,Stroke and TIA,2429.1,2479.0,2371.7,2392.1,2448.9,2479.0,2435.0,2447.9
City of Edinburgh,Ages75to84,Asthma,3082.15,3404.0,2846.6,2933.6,3008.6,3092.1,3208.0,3404.0
City of Edinburgh,Ages75to84,Atrial Fibrillation,4337.55,4614.3,4048.3,4138.7,4252.9,4375.6,4595.5,4614.3
City of Edinburgh,Ages75to84,Cancer,6937.566666666667,7590.4,6472.2,6659.7,6891.6,6860.9,7150.6,7590.4
City of Edinburgh,Ages75to84,Chronic Kidney Disease (CKD),5889.266666666666,6213.1,6213.1,5908.0,5865.4,5550.1,5683.0,6116.0
City of Edinburgh,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),3555.7166666666667,3845.5,3318.8,3484.1,3559.1,3475.6,3651.2,3845.5
City of Edinburgh,Ages75to84,Coronary Heart Disease (CHD),6383.033333333334,6538.7,6538.7,6496.1,6429.6,6266.0,6305.2,6262.6
City of Edinburgh,Ages75to84,Dementia,2148.616666666667,2302.9,2302.9,2217.6,2236.4,2021.6,2076.2,2037.0
City of Edinburgh,Ages75to84,Depression,2293.4666666666667,2471.6,2171.6,2183.5,2215.9,2280.7,2437.5,2471.6
City of Edinburgh,Ages75to84,Diabetes,6080.466666666667,6581.3,5797.2,5885.9,6010.3,5933.6,6274.5,6581.3
City of Edinburgh,Ages75to84,Eating Disorder,9.933333333333334,25.6,0.0,0.0,8.5,8.5,17.0,25.6
City of Edinburgh,Ages75to84,Epilepsy,559.6999999999999,596.6,545.5,545.5,545.5,545.5,596.6,579.6
City of Edinburgh,Ages75to84,Heart Failure,1470.1833333333334,1549.4,1549.4,1481.3,1494.9,1448.9,1500.0,1346.6
City of Edinburgh,Ages75to84,Hypertension,21146.85,21949.7,20947.4,20898.0,20933.8,20753.1,21399.1,21949.7
City of Edinburgh,Ages75to84,Mental Health,470.18333333333334,588.1,358.0,426.1,451.7,477.3,519.9,588.1
City of Edinburgh,Ages75to84,Osteoporosis,987.2333333333332,1090.9,1090.9,1070.5,1015.9,952.9,918.8,874.4
City of Edinburgh,Ages75to84,Palliative Care,528.4,605.1,460.2,494.3,605.1,528.4,528.4,554.0
City of Edinburgh,Ages75to84,Peripheral Arterial Disease (PAD),1530.3999999999999,1629.6,1629.6,1576.7,1530.7,1474.4,1503.4,1467.6
City of Edinburgh,Ages75to84,Rheumatoid Arthritis,715.9,750.0,724.4,698.9,690.3,690.3,741.5,750.0
City of Edinburgh,Ages75to84,Stroke and TIA,4556.016666666666,4665.4,4488.1,4517.1,4496.6,4513.7,4655.2,4665.4
City of Edinburgh,Ages85plus,Asthma,2728.5833333333335,2996.3,2521.6,2585.2,2682.7,2788.6,2797.1,2996.3
City of Edinburgh,Ages85plus,Atrial Fibrillation,8172.283333333333,8751.5,7509.7,7789.5,8166.6,8272.6,8543.8,8751.5
City of Edinburgh,Ages85plus,Cancer,8074.116666666666,8641.3,7522.5,7814.9,7908.1,8090.4,8467.5,8641.3
City of Edinburgh,Ages85plus,Chronic Kidney Disease (CKD),12927.316666666666,13248.0,12989.5,13248.0,13184.4,12599.6,12637.7,12904.7
City of Edinburgh,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),2734.2166666666667,2864.9,2614.8,2665.7,2657.2,2771.7,2831.0,2864.9
City of Edinburgh,Ages85plus,Coronary Heart Disease (CHD),9574.366666666667,9904.2,9904.2,9891.5,9743.2,9399.9,9327.9,9179.5
City of Edinburgh,Ages85plus,Dementia,6823.900000000001,7323.3,6802.0,7102.9,7323.3,6742.7,6590.1,6382.4
City of Edinburgh,Ages85plus,Depression,2157.1166666666663,2220.7,2191.0,2220.7,2144.4,2123.2,2063.9,2199.5
City of Edinburgh,Ages85plus,Diabetes,5943.816666666667,6479.9,5492.5,5649.3,5903.5,5916.3,6221.4,6479.9
City of Edinburgh,Ages85plus,Eating Disorder,3.533333333333333,21.2,0.0,0.0,0.0,0.0,0.0,21.2
City of Edinburgh,Ages85plus,Epilepsy,512.1,572.1,423.8,529.8,466.2,529.8,572.1,550.9
City of Edinburgh,Ages85plus,Heart Failure,3304.933333333333,3424.3,3381.9,3373.5,3301.4,3165.8,3182.7,3424.3
City of Edinburgh,Ages85plus,Hypertension,26860.483333333337,27199.5,26173.9,26801.2,27085.1,26932.5,27199.5,26970.7
City of Edinburgh,Ages85plus,Mental Health,331.9833333333333,423.8,296.7,254.3,275.5,360.2,381.4,423.8
City of Edinburgh,Ages85plus,Osteoporosis,2036.3500000000001,2157.1,2157.1,2127.5,2097.8,1991.9,1966.4,1877.4
City of Edinburgh,Ages85plus,Palliative Care,2559.066666666667,2843.7,2339.4,2538.6,2843.7,2606.4,2572.5,2453.8
City of Edinburgh,Ages85plus,Peripheral Arterial Disease (PAD),1843.55,1915.6,1801.2,1915.6,1835.1,1843.5,1907.1,1758.8
City of Edinburgh,Ages85plus,Rheumatoid Arthritis,731.0833333333334,784.0,741.7,720.5,741.7,720.5,678.1,784.0
City of Edinburgh,Ages85plus,Stroke and TIA,7844.55,7967.5,7653.8,7721.6,7967.5,7916.6,7848.8,7959.0
Clackmannanshire,Ages0to4,Asthma,275.76666666666665,330.9,330.9,330.9,330.9,165.5,165.5,330.9
Clackmannanshire,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clackmannanshire,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clackmannanshire,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
